id,start_time,origin,destination,kind,origin_real_id,dest_real_id,origin_x,origin_y,dest_x,dest_y,vec_x,vec_y,cluster
449,840,8,63,Human,266565295#5,-25187893,213807.23,452252.93,212354.7,451490.445,-1452.5299999999988,-762.484999999986,2
450,851,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51,2493.529999999999,1169.655000000028,11
451,851,64,64,Human,-136728347#4,201238726#0,212422.34,451683.04,211894.69,452184.14,-527.6499999999942,501.1000000000349,10
452,852,4,20,Human,-306240162#1,272042145,211638.505,452888.985,213478.39,452442.76,1839.8850000000093,-446.2249999999767,9
453,853,4,4,Human,-306240162#1,399835085#1,211638.505,452888.985,212001.44,453157.175,362.9349999999977,268.1900000000023,9
454,856,8,65,Human,266565295#5,24634411,213807.23,452252.93,212936.765,452442.57,-870.4649999999965,189.64000000001397,4
455,859,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,1839.8549999999814,-453.5650000000023,9
456,860,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,-1703.1750000000175,648.6749999999884,8
457,861,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51,2493.529999999999,1169.655000000028,11
458,861,13,39,Human,-447569998#1,-201238718#0,213434.54,453008.69,212979.68,452196.755,-454.86000000001513,-811.9349999999977,0
459,861,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,-2046.3649999999907,-347.1149999999907,2
460,862,74,10,Human,315358242#3,306240162#0,213356.08,452597.9,211642.94,452890.83,-1713.1399999999849,292.929999999993,4
461,862,1,10,Human,10425609#0,306240162#0,213091.635,451303.575,211642.94,452890.83,-1448.695000000007,1587.2550000000047,8
462,864,1,10,Human,10425609#0,306240162#0,213091.635,451303.575,211642.94,452890.83,-1448.695000000007,1587.2550000000047,8
463,866,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,-1703.1750000000175,648.6749999999884,8
464,869,75,1,Human,23436553#4,-128361102#1,212601.805,451987.845,211388.46,451952.25,-1213.3450000000012,-35.59499999997206,10
465,870,7,1,Human,272042143,-128361102#1,213484.675,452457.545,211388.46,451952.25,-2096.2149999999965,-505.2949999999837,2
466,870,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,-1703.1750000000175,648.6749999999884,8
467,873,7,66,Human,272042143,-32395361#1,213484.675,452457.545,211670.04,451399.06,-1814.6349999999802,-1058.484999999986,2
468,874,21,39,Human,24599188#0.94,-201238718#0,213342.76,451641.085,212979.68,452196.755,-363.0800000000163,555.6699999999837,8
469,875,4,2,Human,-306240162#1,32978638#0,211638.505,452888.985,213633.66,451984.92,1995.1549999999988,-904.0650000000023,9
470,876,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,-1703.1750000000175,648.6749999999884,8
471,877,4,4,Human,-306240162#1,399835085#1,211638.505,452888.985,212001.44,453157.175,362.9349999999977,268.1900000000023,9
472,878,4,12,Human,-306240162#1,447569997#1,211638.505,452888.985,213435.6,452999.15,1797.0950000000012,110.16500000003725,9
473,884,67,67,Human,-25117391#1,201950250#1,212389.605,452950.36,212997.22,452913.48,607.6149999999907,-36.88000000000466,10
474,887,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51,2493.529999999999,1169.655000000028,11
475,887,1,10,Human,10425609#0,306240162#0,213091.635,451303.575,211642.94,452890.83,-1448.695000000007,1587.2550000000047,8
476,889,8,68,Human,266565295#5,-25145012#3,213807.23,452252.93,212552.91,451517.94,-1254.320000000007,-734.9899999999907,2
477,890,1,10,Human,10425609#0,306240162#0,213091.635,451303.575,211642.94,452890.83,-1448.695000000007,1587.2550000000047,8
478,892,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,-1703.1750000000175,648.6749999999884,8
479,894,8,0,Human,266565295#5,-25149001#4,213807.23,452252.93,212672.595,451274.97,-1134.6350000000093,-977.960000000021,2
480,894,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,-1703.1750000000175,648.6749999999884,8
481,895,0,4,Human,315358244,399835085#1,212975.4675,453432.9725,212001.44,453157.175,-974.0274999999965,-275.79749999998603,0
482,895,11,69,Human,128361109#1,-26677213#5,211442.47,452097.55,212777.64,452605.79,1335.1700000000128,508.2399999999907,1
483,896,8,70,Human,266565295#5,22716549#0,213807.23,452252.93,212919.265,451761.77,-887.9649999999965,-491.1599999999744,2
484,896,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,-1703.1750000000175,648.6749999999884,8
485,897,0,5,Human,315358244,-266565295#5,212975.4675,453432.9725,213811.85,452244.51,836.382500000007,-1188.462499999965,0
486,898,4,5,Human,-306240162#1,-266565295#5,211638.505,452888.985,213811.85,452244.51,2173.345000000001,-644.4749999999767,9
487,898,0,5,Human,315358244,-266565295#5,212975.4675,453432.9725,213811.85,452244.51,836.382500000007,-1188.462499999965,0
488,899,76,20,Human,26676668,272042145,212584.63,452735.295,213478.39,452442.76,893.7600000000093,-292.5349999999744,10
489,899,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,-1703.1750000000175,648.6749999999884,8
490,900,4,5,Human,-306240162#1,-266565295#5,211638.505,452888.985,213811.85,452244.51,2173.345000000001,-644.4749999999767,9
491,901,77,10,Human,-40888356#6,306240162#0,212389.775,452327.155,211642.94,452890.83,-746.8349999999919,563.6749999999884,10
492,901,0,52,Human,315358244,4942376,212975.4675,453432.9725,213618.63,452666.15,643.1625000000058,-766.8224999999511,0
493,902,0,12,Human,315358244,447569997#1,212975.4675,453432.9725,213435.6,452999.15,460.132500000007,-433.8224999999511,0
494,903,0,5,Human,315358244,-266565295#5,212975.4675,453432.9725,213811.85,452244.51,836.382500000007,-1188.462499999965,0
495,904,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92,658.1925000000047,-1448.0524999999907,0
496,905,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92,658.1925000000047,-1448.0524999999907,0
497,905,4,5,Human,-306240162#1,-266565295#5,211638.505,452888.985,213811.85,452244.51,2173.345000000001,-644.4749999999767,9
498,907,4,5,Human,-306240162#1,-266565295#5,211638.505,452888.985,213811.85,452244.51,2173.345000000001,-644.4749999999767,9
499,907,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92,658.1925000000047,-1448.0524999999907,0
500,908,4,5,Human,-306240162#1,-266565295#5,211638.505,452888.985,213811.85,452244.51,2173.345000000001,-644.4749999999767,9
501,911,0,5,Human,315358244,-266565295#5,212975.4675,453432.9725,213811.85,452244.51,836.382500000007,-1188.462499999965,0
502,911,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42,502.8924999999872,-997.5524999999907,0
503,912,1,10,Human,10425609#0,306240162#0,213091.635,451303.575,211642.94,452890.83,-1448.695000000007,1587.2550000000047,8
504,913,0,5,Human,315358244,-266565295#5,212975.4675,453432.9725,213811.85,452244.51,836.382500000007,-1188.462499999965,0
505,918,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,-1703.1750000000175,648.6749999999884,8
506,920,0,5,Human,315358244,-266565295#5,212975.4675,453432.9725,213811.85,452244.51,836.382500000007,-1188.462499999965,0
507,921,16,71,Human,-32978638#0,-315358252#1,213640.75,451987.935,213186.12,453103.96,-454.63000000000466,1116.0250000000233,8
508,922,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42,502.8924999999872,-997.5524999999907,0
509,923,0,5,Human,315358244,-266565295#5,212975.4675,453432.9725,213811.85,452244.51,836.382500000007,-1188.462499999965,0
510,923,0,72,Human,315358244,-24634413#2,212975.4675,453432.9725,213144.44,452196.78,168.9725000000035,-1236.1924999999464,0
511,925,0,12,Human,315358244,447569997#1,212975.4675,453432.9725,213435.6,452999.15,460.132500000007,-433.8224999999511,0
512,930,0,5,Human,315358244,-266565295#5,212975.4675,453432.9725,213811.85,452244.51,836.382500000007,-1188.462499999965,0
513,931,78,5,Human,-201238718#1,-266565295#5,212852.67,452408.09,213811.85,452244.51,959.179999999993,-163.5800000000163,10
514,931,24,10,Human,-160314345#5,306240162#0,213480.015,452304.825,211642.94,452890.83,-1837.0750000000116,586.0050000000047,7
515,932,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42,502.8924999999872,-997.5524999999907,0
516,938,1,73,Human,10425609#0,-393420106#1,213091.635,451303.575,211142.79,451679.84,-1948.8450000000012,376.26500000001397,8
517,942,79,1,Human,24634517#6,-128361102#1,212099.46500000003,451862.045,211388.46,451952.25,-711.0050000000338,90.2050000000163,10
518,942,80,3,Human,-24634506#0,386687235,212954.28,452081.205,213478.36,452435.42,524.0799999999872,354.2149999999674,10
519,944,81,2,Human,25117391#2,32978638#0,212393.02,452945.665,213633.66,451984.92,1240.640000000014,-960.7449999999953,0
520,948,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,-1703.1750000000175,648.6749999999884,8
521,953,1,74,Human,10425609#0,-24634521#1,213091.635,451303.575,212210.35,451806.3000000001,-881.2850000000035,502.72500000009313,8
522,955,1,10,Human,10425609#0,306240162#0,213091.635,451303.575,211642.94,452890.83,-1448.695000000007,1587.2550000000047,8
523,957,1,10,Human,10425609#0,306240162#0,213091.635,451303.575,211642.94,452890.83,-1448.695000000007,1587.2550000000047,8
524,957,4,5,Human,-306240162#1,-266565295#5,211638.505,452888.985,213811.85,452244.51,2173.345000000001,-644.4749999999767,9
525,959,1,75,Human,10425609#0,-201963533#1.145,213091.635,451303.575,211777.3825,451794.985,-1314.2525000000023,491.4099999999744,8
526,964,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,-1703.1750000000175,648.6749999999884,8
527,966,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,-1703.1750000000175,648.6749999999884,8
528,968,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,-1703.1750000000175,648.6749999999884,8
529,969,4,5,Human,-306240162#1,-266565295#5,211638.505,452888.985,213811.85,452244.51,2173.345000000001,-644.4749999999767,9
530,970,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,-1703.1750000000175,648.6749999999884,8
531,973,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42,2035.8899999999849,337.86999999999534,1
532,973,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,-1703.1750000000175,648.6749999999884,8
533,974,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92,658.1925000000047,-1448.0524999999907,0
534,976,82,1,Human,-10427692#6,-128361102#1,211897.71,451995.49,211388.46,451952.25,-509.25,-43.23999999999069,10
535,978,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42,2035.8899999999849,337.86999999999534,1
536,981,55,5,Human,-201950263#6,-266565295#5,212746.61,453184.57,213811.85,452244.51,1065.2400000000198,-940.0599999999977,0
537,984,4,5,Human,-306240162#1,-266565295#5,211638.505,452888.985,213811.85,452244.51,2173.345000000001,-644.4749999999767,9
538,984,11,2,Human,128361109#1,32978638#0,211442.47,452097.55,213633.66,451984.92,2191.1900000000023,-112.63000000000466,1
539,989,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42,502.8924999999872,-997.5524999999907,0
540,990,11,5,Human,128361109#1,-266565295#5,211442.47,452097.55,213811.85,452244.51,2369.3800000000047,146.96000000002095,1
541,994,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42,2035.8899999999849,337.86999999999534,1
542,999,11,4,Human,128361109#1,399835085#1,211442.47,452097.55,212001.44,453157.175,558.9700000000012,1059.625,1
543,1000,1,10,Human,10425609#0,306240162#0,213091.635,451303.575,211642.94,452890.83,-1448.695000000007,1587.2550000000047,8
544,1000,11,5,Human,128361109#1,-266565295#5,211442.47,452097.55,213811.85,452244.51,2369.3800000000047,146.96000000002095,1
545,1002,4,5,Human,-306240162#1,-266565295#5,211638.505,452888.985,213811.85,452244.51,2173.345000000001,-644.4749999999767,9
546,1002,11,5,Human,128361109#1,-266565295#5,211442.47,452097.55,213811.85,452244.51,2369.3800000000047,146.96000000002095,1
547,1002,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,-1703.1750000000175,648.6749999999884,8
548,1003,83,1,Human,-22690206#1,-128361102#1,212814.505,451804.855,211388.46,451952.25,-1426.0450000000128,147.39500000001863,10
549,1004,1,10,Human,10425609#0,306240162#0,213091.635,451303.575,211642.94,452890.83,-1448.695000000007,1587.2550000000047,8
550,1004,11,5,Human,128361109#1,-266565295#5,211442.47,452097.55,213811.85,452244.51,2369.3800000000047,146.96000000002095,1
551,1005,11,5,Human,128361109#1,-266565295#5,211442.47,452097.55,213811.85,452244.51,2369.3800000000047,146.96000000002095,1
552,1007,11,5,Human,128361109#1,-266565295#5,211442.47,452097.55,213811.85,452244.51,2369.3800000000047,146.96000000002095,1
553,1007,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92,658.1925000000047,-1448.0524999999907,0
554,1009,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92,658.1925000000047,-1448.0524999999907,0
555,1010,11,55,Human,128361109#1,176550249#4,211442.47,452097.55,212840.87,452415.74,1398.3999999999942,318.1900000000023,1
556,1011,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92,658.1925000000047,-1448.0524999999907,0
557,1014,17,3,Human,-18809673#6,386687235,211318.32,451074.855,213478.36,452435.42,2160.039999999979,1360.5650000000023,11
558,1016,4,76,Human,-306240162#1,24634513#0,211638.505,452888.985,212065.12,452213.73,426.6149999999907,-675.2550000000047,9
559,1019,84,1,Human,-25145014#4,-128361102#1,212134.31,451555.47,211388.46,451952.25,-745.8500000000058,396.78000000002794,10
560,1020,0,77,Human,315358244,-26677216#0,212975.4675,453432.9725,212886.595,452950.915,-88.87249999999767,-482.05749999999534,0
561,1024,16,5,Human,-32978638#0,-266565295#5,213640.75,451987.935,213811.85,452244.51,171.10000000000582,256.57500000001164,10
562,1029,11,2,Human,128361109#1,32978638#0,211442.47,452097.55,213633.66,451984.92,2191.1900000000023,-112.63000000000466,1
563,1033,4,52,Human,-306240162#1,4942376,211638.505,452888.985,213618.63,452666.15,1980.125,-222.83499999996275,9
564,1039,1,10,Human,10425609#0,306240162#0,213091.635,451303.575,211642.94,452890.83,-1448.695000000007,1587.2550000000047,8
565,1041,1,10,Human,10425609#0,306240162#0,213091.635,451303.575,211642.94,452890.83,-1448.695000000007,1587.2550000000047,8
566,1044,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,-1703.1750000000175,648.6749999999884,8
567,1046,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,-1703.1750000000175,648.6749999999884,8
568,1047,4,5,Human,-306240162#1,-266565295#5,211638.505,452888.985,213811.85,452244.51,2173.345000000001,-644.4749999999767,9
569,1048,1,10,Human,10425609#0,306240162#0,213091.635,451303.575,211642.94,452890.83,-1448.695000000007,1587.2550000000047,8
570,1050,8,78,Human,266565295#5,-24693977#1,213807.23,452252.93,213198.2925,451894.01,-608.9375,-358.9199999999837,2
571,1052,4,5,Human,-306240162#1,-266565295#5,211638.505,452888.985,213811.85,452244.51,2173.345000000001,-644.4749999999767,9
572,1054,85,2,Human,-24634510#6,32978638#0,212344.635,452078.985,213633.66,451984.92,1289.0249999999942,-94.06500000000233,10
573,1055,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,-1703.1750000000175,648.6749999999884,8
574,1055,11,5,Human,128361109#1,-266565295#5,211442.47,452097.55,213811.85,452244.51,2369.3800000000047,146.96000000002095,1
575,1056,1,10,Human,10425609#0,306240162#0,213091.635,451303.575,211642.94,452890.83,-1448.695000000007,1587.2550000000047,8
576,1058,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,-1703.1750000000175,648.6749999999884,8
577,1060,21,79,Human,24599188#0.94,-379510292,213342.76,451641.085,212243.84000000003,452544.085,-1098.9199999999837,903.0,8
578,1061,86,3,Human,286646456#0,386687235,211932.815,452760.645,213478.36,452435.42,1545.5449999999837,-325.2250000000349,9
579,1062,1,10,Human,10425609#0,306240162#0,213091.635,451303.575,211642.94,452890.83,-1448.695000000007,1587.2550000000047,8
580,1062,21,80,Human,24599188#0.94,-24634507,213342.76,451641.085,212908.115,451814.545,-434.6450000000186,173.45999999996275,10
581,1064,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,-1703.1750000000175,648.6749999999884,8
582,1064,7,1,Human,272042143,-128361102#1,213484.675,452457.545,211388.46,451952.25,-2096.2149999999965,-505.2949999999837,2
583,1065,1,81,Human,10425609#0,-201963522#3,213091.635,451303.575,211680.385,451397.68,-1411.25,94.10499999998137,8
584,1066,11,5,Human,128361109#1,-266565295#5,211442.47,452097.55,213811.85,452244.51,2369.3800000000047,146.96000000002095,1
585,1070,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42,502.8924999999872,-997.5524999999907,0
586,1070,7,1,Human,272042143,-128361102#1,213484.675,452457.545,211388.46,451952.25,-2096.2149999999965,-505.2949999999837,2
587,1071,51,3,Human,176550249#4,386687235,212591.23,452310.34,213478.36,452435.42,887.1299999999756,125.07999999995809,10
588,1075,13,82,Human,-447569998#1,-201950247#3,213434.54,453008.69,213075.93,452708.705,-358.61000000001513,-299.98499999998603,2
589,1075,17,16,Human,-18809673#6,30482615#1,211318.32,451074.855,212028.14,450765.2,709.820000000007,-309.65499999996973,1
590,1078,4,5,Human,-306240162#1,-266565295#5,211638.505,452888.985,213811.85,452244.51,2173.345000000001,-644.4749999999767,9
591,1078,13,4,Human,-447569998#1,399835085#1,213434.54,453008.69,212001.44,453157.175,-1433.1000000000058,148.48499999998603,2
592,1080,4,5,Human,-306240162#1,-266565295#5,211638.505,452888.985,213811.85,452244.51,2173.345000000001,-644.4749999999767,9
593,1081,4,12,Human,-306240162#1,447569997#1,211638.505,452888.985,213435.6,452999.15,1797.0950000000012,110.16500000003725,9
594,1084,4,2,Human,-306240162#1,32978638#0,211638.505,452888.985,213633.66,451984.92,1995.1549999999988,-904.0650000000023,9
595,1085,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,1839.8549999999814,-453.5650000000023,9
596,1090,87,5,Human,10427692#7,-266565295#5,211903.52,451996.87,213811.85,452244.51,1908.3300000000163,247.64000000001397,1
597,1090,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51,2493.529999999999,1169.655000000028,11
598,1091,88,5,Human,-25187895#0,-266565295#5,212489.47,451424.665,213811.85,452244.51,1322.3800000000047,819.8450000000303,11
599,1092,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,1839.8549999999814,-453.5650000000023,9
600,1092,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42,2035.8899999999849,337.86999999999534,1
601,1095,11,83,Human,128361109#1,-24634510#5,211442.47,452097.55,212665.02,452133.815,1222.5499999999884,36.26500000001397,1
602,1098,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42,2035.8899999999849,337.86999999999534,1
603,1100,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42,2035.8899999999849,337.86999999999534,1
604,1105,1,10,Human,10425609#0,306240162#0,213091.635,451303.575,211642.94,452890.83,-1448.695000000007,1587.2550000000047,8
605,1107,89,2,Human,-26677539,32978638#0,213010.655,452910.415,213633.66,451984.92,623.0050000000047,-925.4949999999953,0
606,1107,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,-1703.1750000000175,648.6749999999884,8
607,1109,90,9,Human,201950247#7,201238729#3,213181.785,452601.375,211438.31,452110.43,-1743.4750000000058,-490.945000000007,2
608,1110,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51,2493.529999999999,1169.655000000028,11
609,1113,16,30,Human,-32978638#0,28319300#3,213640.75,451987.935,212239.235,452458.24,-1401.515000000014,470.304999999993,7
610,1117,91,1,Human,-24634517#16,-128361102#1,212403.545,451894.955,211388.46,451952.25,-1015.085000000021,57.2949999999837,10
611,1118,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,1839.8549999999814,-453.5650000000023,9
612,1119,92,2,Human,201950263#0,32978638#0,212491.85,453010.46,213633.66,451984.92,1141.8099999999977,-1025.5400000000373,0
613,1121,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,1839.8549999999814,-453.5650000000023,9
614,1123,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,1839.8549999999814,-453.5650000000023,9
615,1124,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92,658.1925000000047,-1448.0524999999907,0
616,1124,4,84,Human,-306240162#1,-24634518#0,211638.505,452888.985,212087.02,451869.585,448.51499999998487,-1019.3999999999651,9
617,1126,4,85,Human,-306240162#1,176550249#3,211638.505,452888.985,212590.95,452310.22,952.445000000007,-578.765000000014,9
618,1128,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42,502.8924999999872,-997.5524999999907,0
619,1131,17,20,Human,-18809673#6,272042145,211318.32,451074.855,213478.39,452442.76,2160.070000000007,1367.905000000028,11
620,1132,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42,2035.8899999999849,337.86999999999534,1
621,1133,17,86,Human,-18809673#6,201950247#0,211318.32,451074.855,213047.505,452788.19,1729.1849999999977,1713.335000000021,11
622,1139,93,2,Human,201201950#3,32978638#0,213058.9,452457.17,213633.66,451984.92,574.7600000000093,-472.25,10
623,1140,4,2,Human,-306240162#1,32978638#0,211638.505,452888.985,213633.66,451984.92,1995.1549999999988,-904.0650000000023,9
624,1140,27,2,Human,28319300#3,32978638#0,212238.04,452544.145,213633.66,451984.92,1395.6199999999953,-559.2250000000349,9
625,1140,16,87,Human,-32978638#0,24634413#1,213640.75,451987.935,213138.58,452196.55,-502.1700000000128,208.6149999999907,7
626,1144,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42,2035.8899999999849,337.86999999999534,1
627,1152,94,3,Human,128361109#3,386687235,211815.32,452199.18,213478.36,452435.42,1663.039999999979,236.2399999999907,1
628,1152,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,1839.8549999999814,-453.5650000000023,9
629,1155,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,1839.8549999999814,-453.5650000000023,9
630,1157,16,9,Human,-32978638#0,201238729#3,213640.75,451987.935,211438.31,452110.43,-2202.4400000000023,122.49499999999534,7
631,1158,0,12,Human,315358244,447569997#1,212975.4675,453432.9725,213435.6,452999.15,460.132500000007,-433.8224999999511,0
632,1158,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,1839.8549999999814,-453.5650000000023,9
633,1158,16,9,Human,-32978638#0,201238729#3,213640.75,451987.935,211438.31,452110.43,-2202.4400000000023,122.49499999999534,7
634,1158,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42,2035.8899999999849,337.86999999999534,1
635,1163,95,1,Human,23525483#7,-128361102#1,212481.115,451820.435,211388.46,451952.25,-1092.6549999999988,131.81500000000233,10
636,1164,4,88,Human,-306240162#1,28111977#0,211638.505,452888.985,211770.735,451534.43,132.22999999998137,-1354.554999999993,9
637,1164,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42,502.8924999999872,-997.5524999999907,0
638,1167,96,3,Human,-18809672#6,386687235,211711.06,451614.59,213478.36,452435.42,1767.2999999999884,820.8299999999581,1
639,1167,51,3,Human,176550249#4,386687235,212591.23,452310.34,213478.36,452435.42,887.1299999999756,125.07999999995809,10
640,1173,97,3,Human,-24634417,386687235,213300.02,452296.75,213478.36,452435.42,178.3399999999965,138.6699999999837,10
641,1173,53,9,Human,176550249#1,201238729#3,212068.5,452219.52,211438.31,452110.43,-630.1900000000023,-109.09000000002561,10
642,1173,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,1839.8549999999814,-453.5650000000023,9
643,1173,11,4,Human,128361109#1,399835085#1,211442.47,452097.55,212001.44,453157.175,558.9700000000012,1059.625,1
644,1175,11,2,Human,128361109#1,32978638#0,211442.47,452097.55,213633.66,451984.92,2191.1900000000023,-112.63000000000466,1
645,1176,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,1839.8549999999814,-453.5650000000023,9
646,1177,4,76,Human,-306240162#1,24634513#0,211638.505,452888.985,212065.12,452213.73,426.6149999999907,-675.2550000000047,9
647,1179,11,2,Human,128361109#1,32978638#0,211442.47,452097.55,213633.66,451984.92,2191.1900000000023,-112.63000000000466,1
648,1182,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42,502.8924999999872,-997.5524999999907,0
649,1192,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,1839.8549999999814,-453.5650000000023,9
650,1194,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42,2035.8899999999849,337.86999999999534,1
651,1197,17,3,Human,-18809673#6,386687235,211318.32,451074.855,213478.36,452435.42,2160.039999999979,1360.5650000000023,11
652,1198,17,3,Human,-18809673#6,386687235,211318.32,451074.855,213478.36,452435.42,2160.039999999979,1360.5650000000023,11
653,1202,11,2,Human,128361109#1,32978638#0,211442.47,452097.55,213633.66,451984.92,2191.1900000000023,-112.63000000000466,1
654,1207,98,9,Human,201201945#3,201238729#3,212623.01,452632.065,211438.31,452110.43,-1184.7000000000116,-521.6350000000093,2
655,1208,64,20,Human,-136728347#4,272042145,212422.34,451683.04,213478.39,452442.76,1056.0500000000175,759.7200000000303,10
656,1211,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,1839.8549999999814,-453.5650000000023,9
657,1212,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,-2046.3649999999907,-347.1149999999907,2
658,1212,11,65,Human,128361109#1,24634411,211442.47,452097.55,212936.765,452442.57,1494.2950000000128,345.0200000000186,1
659,1214,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,-2046.3649999999907,-347.1149999999907,2
660,1215,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,-2046.3649999999907,-347.1149999999907,2
661,1217,7,1,Human,272042143,-128361102#1,213484.675,452457.545,211388.46,451952.25,-2096.2149999999965,-505.2949999999837,2
662,1218,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,-1841.734999999986,433.2850000000326,7
663,1220,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,-2046.3649999999907,-347.1149999999907,2
664,1220,4,12,Human,-306240162#1,447569997#1,211638.505,452888.985,213435.6,452999.15,1797.0950000000012,110.16500000003725,9
665,1221,6,5,Human,201201953#4,-266565295#5,212565.76,452330.09,213811.85,452244.51,1246.0899999999965,-85.5800000000163,10
666,1223,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,-2046.3649999999907,-347.1149999999907,2
667,1225,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,-2046.3649999999907,-347.1149999999907,2
668,1225,8,89,Human,266565295#5,24634511,213807.23,452252.93,212635.315,452274.335,-1171.9150000000081,21.40500000002794,7
